Servicenow TT,INC TT NO,Site ID,Priority,Area,Site Address,Category,Subcategory,Alarm Desc,Month,TT Issue Date,TT Close Date,Breached,Status,Spare Changed,Feedback,Breached_Flag,Spare_Flag,Area_Type,Is_Priority_Area,Month_Num,Priority_Num,IssueDate,Issue_Year,Issue_Month,Issue_Day,Issue_WeekDay
Snow Not working,5051189,4805,,AHM,"KABD, MUNICIPALITY, Open area,, near kuwait camel racing club",Standby DG,Major / Site Down,:Rectifier Major Radio,Mar,3/27/2026,3/27/2026,,close,NO,"yellow phase cable tempery removed.-our team attended site and yellow phase cable tempery removed. Presently site is under observation, also same informed CL Mr. noufal. Alarm cleared. ",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035233,5051417,912,,AHM,SHUAIBA SEA SIDE,AC,High Temp 40C,High Temperature 40C,Mar,3/27/2026,3/27/2026,,close,NO,Dupllicate TT -5044178,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
Snow Not working,5051419,4805,,AHM,"KABD, MUNICIPALITY, Open area,, near kuwait camel racing club",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/27/2026,,close,NO,Our team attend site and update team temporary connected power cable to al-bahar DG. Same inform to CL Mr. Nofal. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035231,5051471,5879,,AHM,Sabah Al-Ahmad Investment - Block 3 - Parcel 10 - PACI NO 95382151 (Agility),Rectifier,Minor / Low DC / Fuse,Low DC Voltage Radio,Mar,3/27/2026,3/27/2026,,close,NO,Rectifier contoller reset. Alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006034986,5046615,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/28/2026,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. we got new ttr dulicate",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NO TT,NO TT,4066,,AHM,MAGWA KOC,AC,Frequency / Load / Other,No Alarm,Mar,3/27/2026,3/30/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. ,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035238,5051482,4728,,AHM,"NUWAISEEB, BESIDE ROAD 40 , near border",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/27/2026,,close,NO,MEW  Power Failure -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized MDG at site while connecting MDG MEW power restored . Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035239,5051442,4719,,AHM,"NUWAISEEB, RD 290",Standby DG,DA on Load,DA on Load,Mar,3/27/2026,3/27/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035242,5051575,4301,,AHM,"FINTAS Police Station, BLK 3, STREET 1",Standby DG,DA on Load,DA on Load,Mar,3/27/2026,3/27/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035245,5051638,4534,,AHM,"Sabahiya - Block 2 - St 12 - Parcel 900025 - PACI NO 92960171,  COOP ",Other,,Rectiifer major,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035252,5051813,4464,,AHM,"MANGAF, BLK 3, STREET 20",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/27/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035254,5052048,4719,,AHM,"NUWAISEEB, RD 290",Standby DG,DA on Load,DA on Load,Mar,3/27/2026,3/28/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035255,5052049,4728,,AHM,"NUWAISEEB, BESIDE ROAD 40 , near border",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/27/2026,3/28/2026,,close,NO,MEW Power Failure/MDG connected -Team visited site with MDG and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently we connected MDG at site. Now alarm cleared.,0,0,Priority,1,3,,3/27/2026,2026,3,27,Friday
NOCINC0006035102,5048141,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. we got new ttr dulicate",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035257,5052141,4441,,AHM,"MAHBOOLA BLK 1, STREET 105",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"MEW maintenance/MDG connected - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team they will turned ON the power after complete the work. Presently we mobilized and connected MDG at site. alarm cleared. ",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035258,5052142,4479,,AHM,Mahboula - Block 1 - St 110 - Parcel 1184 - PACI NO 93298415,MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"MEW maintenance - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team they will turned ON the power after complete the work. We mobilized MDG in between mew power restored. Alarm cleared. ",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035259,5052147,4478,,AHM,"MAHBOULA, BLK-1, STREET-103, BUILDING-37",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"MEW maintenance - Team visited the site and found MEW power failure due to MEW maintenance work is going on, As received information from MEW team they will turned ON the power after complete the work. We mobilized MDG in between mew power restored. Alarm cleared. ",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035260 ,5052148,379,,AHM,"AL ZOOR, LNGI SITE OFFICE, KPIC NEW PROJECT",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"camp dg-Site is getting power from Camp DG, Their DG having some issue.  Now rectified the DG issue, Now alarm cleared.",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035266,5052258,4626,,AHM,"MINA ABDULLAH, MOI, CHALET, Sea side",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035268 ,5051846,4973,,AHM,"WAFRA, BLOCK-11, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035271,5052273,4719,,AHM,"NUWAISEEB, RD 290",Standby DG,DA on Load,DA on Load,Mar,3/28/2026,3/28/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035274,5052313,872,,AHM,"MANGAF, BLOCK-3, TEMP SITE",Fuel/FFS,,Under Fuel Level,Mar,3/28/2026,3/28/2026,,close,NO,False alarm- under fuel Level is a  false alarm which is generating from BTS.,0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035275,5052314,4441,,AHM,"MAHBOOLA BLK 1, STREET 105",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,MEW power restored/MDG Disconnected-Team visited and found MEW power restored and we disconnected MDG from site. Alarm cleared. ,0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035282,5052324,4355,,AHM,"JABER AL ALI, BLK 6, STREET 17 MPW",Standby DG,Major / Site Down,_Rectifier Major Radio,Mar,3/28/2026,3/28/2026,,close,NO,"A Bahar DG - Our team visited site,and found Al bahar DG load adjusted.Now Alarm clear.",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035296,5052379,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",3rd Party,,Rectifier Major Radio,Mar,3/28/2026,3/30/2026,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. we got new ttr dulicate",0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035297,5052383,938,,AHM,Wafra Farms,DG,Other,Lithium Battery Protection,Mar,3/28/2026,3/28/2026,,close,NO,Its Al bahar DG. Please divert it to concern team,0,0,Priority,1,3,,3/28/2026,2026,3,28,Saturday
NOCINC0006035309,5052854,4536,,AHM,"SABAHIYA BLK 3, STREET 2, CO OP",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,"Rectifier Main breaker tipped-We can't connect MDG, As site is located inside local residency. Our team attended site and found Rectifier main breaker tripped inside shelter due to one module faulty, removed and reset the breaker. alarm cleared. ",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035316,5052948,4031,,AHM,KOC  industrial Island,3rd Party,,Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,"Access Issue/KOC DG - Site is getting power from KOC DG, Their DG having some issue, Now rectified the DG issue, now alarm cleared.",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035322,5052916,4719,,AHM,"NUWAISEEB, RD 290",Standby DG,DA on Load,DA on Load,Mar,3/29/2026,3/29/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035323,5052961,4938,,AHM,"WAFRA , ROAD 800 & OM SUFAG ROAD",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,MEW Power Failure/MDG connected - Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently we mobilized and connected MDG at site. Now alarm cleared.,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035325,5052921,4930,,AHM,"WAFRA, PRIVATE FARM, BLK 9",MEW,Major / Site Down,:Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035328,5052972,4723,,AHM,"NUWAISEEB, FIRE STATION",Standby DG,DA on Load,DA on Load,Mar,3/29/2026,3/29/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035329,5052934,4805,,AHM,"KABD, MUNICIPALITY, Open area,, near kuwait camel racing club",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,"DG power checking-Team visited site for DG power cable checking, now they completed. Alarm cleared. ",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035331,5052976,4519,,AHM,"AHMADI, BLK 1, S 16 TH STREET -KOC",Other,,low fuel alrm,Mar,3/29/2026,3/29/2026,,close,NO,"No theft-our team visited site and found everything is fine in shelter, also there is no any theft. Same informed CL Mr. Noufal. Alarm cleared.",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035333,5052984,4989,,AHM,"WAFRA, FWARS MOI, BOARDER",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/29/2026,3/29/2026,,close,NO,5049800 Duplicate TT,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035336,5053052,912,,AHM,SHUAIBA SEA SIDE,AC,High Temp 40C,High Temperature 40C,Mar,3/29/2026,3/29/2026,,close,NO,Duplicate TT - we have this TT 5044178,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035345,5053085,4703,,AHM,"NUWAISEEB, NEAR AL JASSERA RESORT, ROAD 290",MEW,Major / Site Down,Major,Mar,3/29/2026,3/29/2026,,close,NO,MEW  Power Failure / MDG connected -Team visited site and found MEW power failure in the area. Our PRO has Register Complaint with MEW. Presently we Mobilized and connected MDG at site. Now alarm cleared.,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035353 ,5053279,4986,,AHM,"WAFRA, TEXACO JOINT OPERATION",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/29/2026,3/30/2026,,close,NO,"Access Issue-There is access issue as site is located in Wafra tecaxo joint Operation, need access pass to enter site, same informed CL Mr. Nofal. Presently  power restored at site. Alarm cleared. ",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035356,5053312,834,,AHM,"MINA ABDULLAH, BLOCK-1, CHALET AREA, NEXT TO MASJID",Rectifier,Minor / Low DC / Fuse,Rectifier Minor Radio,Mar,3/29/2026,3/29/2026,,close,NO,"Huawei Issue -  its solar system and informed huawei team to check the issue, Same informed ihscl Mr. Noufal. Please divert to concern team. ",0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035358,5053319,4534,,AHM,"Sabahiya - Block 2 - St 12 - Parcel 900025 - PACI NO 92960171,  COOP ",Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Mar,3/29/2026,3/29/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Priority,1,3,,3/29/2026,2026,3,29,Sunday
NOCINC0006035366,5053499,4728,,AHM,"NUWAISEEB, BESIDE ROAD 40 , near border",MEW,Major / Site Down,Major,Mar,3/30/2026,3/30/2026,,close,NO,"MEW Power restored / MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035367,5053465,4031,,AHM,KOC  industrial Island,3rd Party,,major,Mar,3/30/2026,3/30/2026,,close,NO,"Access Issue/KOC DG - Site is getting power from KOC DG, Their DG having some issue, Now rectified the DG issue, now alarm cleared.",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035370,5053507,4703,,AHM,"NUWAISEEB, NEAR AL JASSERA RESORT, ROAD 290",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,"MEW Power restored / MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035371,5053469,872,,AHM,"MANGAF, BLOCK-3, TEMP SITE",Fuel/FFS,,Under Fuel Level,Mar,3/30/2026,3/30/2026,,close,NO,False alarm- under fuel Level is a  false alarm which is generating from BTS.,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035379,5053545,4938,,AHM,"WAFRA , ROAD 800 & OM SUFAG ROAD",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,"MEW Power restored / MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035381,5053541,314,,AHM,"KHAIRAN, SABAH AL AHMAD MARINE CITY A4-KHAIRAN, ROAD 285",Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,"DG Power checking-Our team visited site for DG power checking, completed. Alarm cleared. ",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035383 ,5053556,4695,,AHM,"Wafra Block 2, Private farms  ",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,MEW Power Failure /MDG connected-Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently we mobilized and connected MDG. Now alarm cleared.,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035385,5053648,4947,,AHM,"SABAH AL AHMED-3, ZAONE-C, MAIN CO-OP",MEW,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,MEW Power Failure - Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035390,5053588,4712,,AHM,"AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT",3rd Party,,:Rectifier Major Radio,Mar,3/30/2026,3/31/2026,,close,NO,"Access Issue/Camp DG - As site is located inside KPIC ( AL ZOOR, KNPC NEW PROJECT, IN FRONT OF ZOUR POWER PLANT). Site is getting power from Camp DG. Their DG having major issue. Same informed to Cl owner. Presently they rectified the issue and restored power. Alarm cleared. we got new ttr dulicate",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035392,5053689,5959,,AHM,Wafra Farms - Block 1 - Parcel 1ق - PACI NO 94341729 - Unit PACI NO20612901,MEW,Minor / Radio,Rectifier Minor Radio,Mar,3/30/2026,3/30/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035393 ,5053793,895,,AHM,"SABAHIYA BLK 5 , STREET 8",DG,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/30/2026,,close,NO,Alarm reconfigured - team visited site and reconfigured the alarm. Alarm cleared,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035399,5053697,4020,,AHM,"7TH RING ROAD, AL SOOR PETROL STATION, MAIN ROAD -07",MEW,Major / Site Down,Rectifier Major Radio_,Mar,3/30/2026,3/30/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
NOCINC0006035406,5053787,5904,,AHM,Wafra Farms - Block 6 - Parcel 214 - PACI NO 94036572 - Unit PACI NO 20001465,Standby DG,Major / Site Down,Rectifier Major Radio,Mar,3/30/2026,3/31/2026,,close,NO,"MDG issue  - Our team visited at site and found MDG Having Major issue, Presently we mobilized another MDG at site and connected at site . Now alarm clear ",0,0,Priority,1,3,,3/30/2026,2026,3,30,Monday
