Servicenow TT,INC TT NO,Site ID,Priority,Area,Site Address,Category,Subcategory,Alarm Desc,Month,TT Issue Date,TT Close Date,Breached,Status,Spare Changed,Feedback,Breached_Flag,Spare_Flag,Area_Type,Is_Priority_Area,Month_Num,Priority_Num,IssueDate,Issue_Year,Issue_Month,Issue_Day,Issue_WeekDay
NOCINC0006031467,4985293,1088,,JAH,"ABDALLY,Abdally Farms, Blk 2",Standby DG,DA on Load,DA on Load,Jan,1/19/2026,1/19/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,,1/19/2026,2026,1,19,Monday
NOCINC0006031468,4985347,5785,S4,JAH,"ABDALLY, PRIVATE FARM, Block 5 - Parcel 13 - PACI NO 91552213 - Unit PACI NO14654881",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/19/2026,1/19/2026,yes,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Standard,0,1,4,1/19/2026,2026,1,19,Monday
NOCINC0006031485,4985480,808,,JAH,"SALMY,SALMY ROAD, NEAR RESIDENTIAL AREA",3rd Party,,Major,Jan,1/19/2026,1/19/2026,,close,NO,"ooredoo-Its power sharing site with ooredoo, Now alarm cleared",0,0,Standard,0,1,,1/19/2026,2026,1,19,Monday
NOCINC0006031491,4985548,4803,S2,JAH,"KABD, RD-604,Sulabiya Road Side.",Other,,Rectifier Major Radio,Jan,1/20/2026,1/20/2026,,close,NO,"DG Issue - our team attended site and found our DG stopped due to fuel ignition pump faulty, so we mobilized and connected MDG at site. Presantly site is clear.",0,0,Standard,0,1,2,1/20/2026,2026,1,20,Tuesday
NOCINC0006031492 ,4985552,4811,S4,JAH,"UM QADIR,MEW UM QUDAIR Q ,Near to the Compound wall of MEW.",AC,High Temp 32C,High Temperature 32C,Jan,1/20/2026,1/20/2026,,close,NO,AC issue - our team attended site and found Ac 1 PCB hanged/ reset. Now site is clear.,0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031493,4985605,4060,S4,JAH,"QULUMAT SHAYA,QULUMAT SHAYA, MOI",Standby DG,DA on Load,DA on Load,Jan,1/20/2026,1/20/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031494 ,4985606,1079,,JAH,"QILMAT SABAH,QILMAT SABAH MOI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/20/2026,1/20/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,,1/20/2026,2026,1,20,Tuesday
NOCINC0006031506,NO TT,1039,,JAH,"ADAIRE, MUNICIPALITY AREA",Door,,Door Open,Jan,1/20/2026,1/20/2026,,close,NO,"Shabhakhat team working-Our team visited site and found Shabhakhat team is working at site, same informed CL Mr. Khaled. Alarm cleared. ",0,0,Standard,0,1,,1/20/2026,2026,1,20,Tuesday
NOCINC0006031505,4985632,1805,S4,JAH,"SULAIBIYA, Sulaibiya Agriculture Area,Inside the compound of Agriculture Department ,near to the Road.",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/20/2026,1/20/2026,,close,NO,MEW Power Failure/MDG Connected -Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently we mobilized and connected MDG at site. Now alarm cleared.,0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031509,4985731,5006,S4,JAH,"AL MUTLA, Residential 10, Block-3",AC,Frequency / Load / Other,Low Temperature,Jan,1/20/2026,1/20/2026,,close,NO,Temperature adjusted-Team attended site and temperature adjusted by remort. Alarm cleared. ,0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031517 ,4985770,4069,S4,JAH,"MANAGESH,KOC ,Inside the KOC permises.",AC,High Temp 32C,High Temperature 32C,Jan,1/20/2026,1/20/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031518 ,4985810,4803,S2,JAH,"KABD, RD-604,Sulabiya Road Side.",DG,Major / Site Down,Rectifier Major Radio,Jan,1/20/2026,1/20/2026,,close,YES,"Reconnected DG / Disconnected MDG - Our team visited at site and FIP  Faulty /replaced, and added coolant 12 letrs, reconnected DG / Disconnected MDG . Now alarm clear ",0,1,Standard,0,1,2,1/20/2026,2026,1,20,Tuesday
NOCINC0006031517,4985770,4069,S4,JAH,"MANAGESH,KOC ,Inside the KOC permises.",AC,High Temp 32C,High Temperature 32C,Jan,1/20/2026,1/20/2026,,close,YES,"AC issue  -  Our team visited at site and found AC 1 indoor motor and Blower faulty need to replace, AC2 need to Gas charged. Now alarm clear ",0,1,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031522 ,4985833,1805,S4,JAH,"SULAIBIYA, Sulaibiya Agriculture Area,Inside the compound of Agriculture Department ,near to the Road.",MEW,Major / Site Down,Major,Jan,1/20/2026,1/20/2026,,close,NO,"MEW Power restored/MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",0,0,Standard,0,1,4,1/20/2026,2026,1,20,Tuesday
NOCINC0006031526 ,4985857,1955,S3,JAH,"JAHRA, TAYMA,BLOCK-8,STREET-8, CO-OP",AC,High Temp 40C,High Temperature 40C,Jan,1/20/2026,1/20/2026,,close,YES,"Ac issue - Ac 2 comressor heat up, made it cool. Ac3 indoor motor faulty need to replace. Blower missing. Now site is clear.",0,1,Standard,0,1,3,1/20/2026,2026,1,20,Tuesday
NOCINC0006031527,4985882,808,,JAH,"SALMY,SALMY ROAD, NEAR RESIDENTIAL AREA",3rd Party,,Rectifier Major Radio,Jan,1/20/2026,1/21/2026,,close,NO,"ooredoo-Its power sharing site with ooredoo, Now alarm cleared",0,0,Standard,0,1,,1/20/2026,2026,1,20,Tuesday
NOCINC0006031536,4986017,1088,,JAH,"ABDALLY,Abdally Farms, Blk 2",Standby DG,DA on Load,DA on Load,Jan,1/21/2026,1/21/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031535,4986044,5785,S4,JAH,"ABDALLY, PRIVATE FARM, Block 5 - Parcel 13 - PACI NO 91552213 - Unit PACI NO14654881",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/21/2026,1/21/2026,,close,NO,MEW program shut down-MEW power failure in the area due to program shut down. We mobiized MDG in betwee MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031537,4985428,4023,S4,JAH,"ABDALLY,ABDALLY FARM,Inside the compound of Private Farm.",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/21/2026,1/21/2026,,close,NO,MEW program shut down-MEW power failure in the area due to program shut down. We mobiized MDG in betwee MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031543,4985434,1979,S3,JAH,"Taima - Block 2 - St 3 - Parcel 900004 - PACI NO 91378956,COOP.",MEW,Major / Site Down,Rectifier Major Radio_T,Jan,1/21/2026,1/21/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,3,1/21/2026,2026,1,21,Wednesday
NOCINC0006031544 ,4986070,5762,S4,JAH,Nasseem - Block 1 - Parcel 900010 - PACI NO 91492898,Battery,,:Low DC Voltage Radio/Low fuel,Jan,1/21/2026,1/21/2026,,close,NO,  Battery alarm connection - Team visited at site for battery alarm connection.  Now alarm cleared.,0,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031550 ,4986085,1805,S4,JAH,"SULAIBIYA, Sulaibiya Agriculture Area,Inside the compound of Agriculture Department ,near to the Road.",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/21/2026,1/21/2026,yes,close,NO,MEW Power Failure/MDG Connected -Team visited site and found MEW power failure there. Our PRO Registered Complaint with MEW. Presently we mobilized and connected MDG at site. Now alarm cleared.,1,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031551,4986091,5764,S4,JAH,Nasseem - Block 2 - St 35 - Parcel 900009 - PACI NO 91499491,Battery,,Low Fuel Alarm,Jan,1/21/2026,1/21/2026,yes,close,NO,  Battery alarm connection - Team visited at site for battery alarm connection.  Now alarm cleared.,1,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031553,4986113,1016,,JAH,"ABDALLY,ABDALLY BORDER POST",Other,,DA on Load,Jan,1/21/2026,1/21/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031556,4986126,5755,S4,JAH,Jahra - Block 3 - Parcel 6ا90 - Parcel PACI Number 96044058,Battery,,:Low Fuel Alarm,Jan,1/21/2026,1/21/2026,yes,close,NO,  Battery alarm connection - Team visited at site for battery alarm connection.  Now alarm cleared.,1,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031557,4986154,838,,JAH,"SULAIBIYA,Block 3,Temporary Site ,Near to the Viva Monopole Site.",3rd Party,,Rectifier Major Radio,Jan,1/21/2026,1/21/2026,,close,NO,"3rd Party - it power sahring site with ooredo DG, now alarm cleard. ",0,0,Standard,0,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031562,4986190,125,,JAH,"ABDALLY, BLOCK-3",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/21/2026,1/21/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031564 ,4986316,1963,S4,JAH,"SLAYIA JAHARA, CENTRE POINT",AC,Frequency / Load / Other,Ambient Low Humidity,Jan,1/21/2026,1/21/2026,yes,close,NO,Rectifier control hanged - Our team visited at site and found rectifier controller hanged /Reset . Now alarm clear ,1,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031567,4986396,1805,S4,JAH,"SULAIBIYA, Sulaibiya Agriculture Area,Inside the compound of Agriculture Department ,near to the Road.",MEW,Major / Site Down,Major,Jan,1/21/2026,1/21/2026,yes,close,NO,"MEW Power restored/MDG disconnected - Our team visited at site and found MEW power restored, Presently team disconnected MDG from site ",1,0,Standard,0,1,4,1/21/2026,2026,1,21,Wednesday
NOCINC0006031569,4986374,925,,JAH,"SULAIBIYA, Sulaibiya Vegetable Market Back Side ,Road side ,Near to Viva GRD Tower.",Rectifier,Minor / Low DC / Fuse,Low DC Voltage Radio,Jan,1/21/2026,1/21/2026,,close,NO,"DG issue -our team attended site and found DG stopped due to high oil consumption, team filled 4 liters of oil and started DG. Now site is clear.",0,0,Standard,0,1,,1/21/2026,2026,1,21,Wednesday
NOCINC0006031574,4986466,812,,JAH,"MUTLAA,MUTLA'A AREA ,Inside the Desert.",DG,Major / Site Down,Rectifier Major Radio,Jan,1/22/2026,1/22/2026,,close,YES,DG issue - our team attended site and reported DG stopped due to Avr faulty and charging Dynamo faulty. Replaced and started DG. Now site is clear.,0,1,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031578,4986509,812,,JAH,"MUTLAA,MUTLA'A AREA ,Inside the Desert.",DG,Major / Site Down,Rectifier Major Radio,Jan,1/22/2026,1/22/2026,,close,NO,"DG issue - our team attended site and reported DG stopped under low frequency , team rectified the issue and started DG. Now alarm is clear.",0,0,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031580,4986561,5126,S4,JAH,Al Mutlaa Residential 7 - Block 3 - St 322 - Parcel 455 - House 455 - PACI NO 95813257,AC,Aircon 1 Alarm,Aircon1,Jan,1/22/2026,1/22/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,1,4,1/22/2026,2026,1,22,Thursday
NOCINC0006031583 ,4986568,1020,,JAH,"BAHRAT HOUSHAN,Bahrat Houshan MOI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/22/2026,1/22/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031589,4986528,812,,JAH,"MUTLAA,MUTLA'A AREA ,Inside the Desert.",DG,Major / Site Down,Rectifier Major Radio,Jan,1/22/2026,1/22/2026,,close,NO,"Plan Activity-Our team visited site for DG Inspection, now they completed work. Alarm cleared.",0,0,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031592 ,4986584,4057,S4,JAH,"JAHRA,NASEEM,Block-4,Near Main Road ,Co-op.",AC,High Temp 40C,High Temperature 40C,Jan,1/22/2026,1/22/2026,,close,YES,AC issue  - our team visited at site and found AC 1 PCB hanged /Reset and AC 2 PCB Faulty/Replaced. Now alarm clear ,0,1,Standard,0,1,4,1/22/2026,2026,1,22,Thursday
NOCINC0006031606 ,4986706,1097,,JAH,"YANKEE,YANKEE CAMP ,Outsde compound of the Camp.",3rd Party,,Rectifier Major Radio,Jan,1/22/2026,1/22/2026,,close,NO,"3rd Party-We are getting power from the Camp DG and their DG having some issue, now they rectified it. Alarm cleared. ",0,0,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031607,4986710,344,,JAH,"ABDALLY,Abdally Farms",AC,High Temp 32C,High Temperature 32C,Jan,1/22/2026,1/22/2026,,close,NO,AC issue  - Our team visited at site and found AC1 PCB hanged / Reset . Now alarm clear ,0,0,Standard,0,1,,1/22/2026,2026,1,22,Thursday
NOCINC0006031615 ,4986738,5755,S4,JAH,Jahra - Block 3 - Parcel 6ا90 - Parcel PACI Number 96044058,Rectifier,Minor / Low DC / Fuse,Fuse Failure Radio,Jan,1/22/2026,1/22/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,1,4,1/22/2026,2026,1,22,Thursday
NOCINC0006031631,4987054,4809,S1,JAH,"KABD, POLICE STATION,Inside the Police station Compound ,Near to the Viva and Ooreedo Towers.",Standby DG,Other,"AC1, AC 2, AC 3",Jan,1/23/2026,1/23/2026,,close,YES,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG did not start due to Battery Weak/ Battery replaced, Presently  MEW power restored at site. Now alarm cleared.",0,1,Standard,0,1,1,1/23/2026,2026,1,23,Friday
NOCINC0006031640 ,4987251,1088,,JAH,"ABDALLY,Abdally Farms, Blk 2",Standby DG,DA on Load,DA on Load,Jan,1/23/2026,1/23/2026,,close,NO,"MEW Power Failure - MEW power failure in the area. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,,1/23/2026,2026,1,23,Friday
NOCINC0006031645,4987371,4048,S4,JAH,Abdally - Block 5 - Parcel 1‏ك - PACI NO 91358197 - Unit PACI NO 14384076,MEW,Major / Site Down,Rectifier Major Radio,Jan,1/24/2026,1/24/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031648,4987389,1289,S4,JAH,"SAAD AL-ABDALLA,BLK 10 ,Street -83 ,MOH Compound.",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/24/2026,1/24/2026,,close,NO,MEW Power Failure - MEW power failure there. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031654,4987433,1943,S4,JAH,"SAAD AL-ABDALLA,BLK-4 ,STREET-431,PRIVATE HOUSE BUILDING- AHMAD ALAZMI",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/24/2026,1/24/2026,,close,NO,"building breaker issue - Building renovation work is gong on and water leaking in electrical room-Our team visited site and found site is located inside local residency, as well team found building renovation work is going on and water is leaking inside electrical room from roof top, due to which th",0,0,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031662,4987527,4069,S4,JAH,"MANAGESH,KOC ,Inside the KOC permises.",AC,High Temp 32C,High Temperature 32C,Jan,1/24/2026,1/24/2026,,close,YES,"AC Issue-AC 1 Indoor motor and blower faulty, replaced, Indoor coil leak/repaired, Gas charged 4 KG, AC 2 Flair nut leak/repaired, Gas charged 3KG. Alarm cleared. ",0,1,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031677 ,4987698,5006,S4,JAH,"AL MUTLA, Residential 10, Block-3",AC,Frequency / Load / Other,Equipment:Low Temperature,Jan,1/24/2026,1/25/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031678,4987673,4000,S4,JAH,"REDIFA,RADIFA MOI,In side the Boarder Security Force Area.",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/24/2026,1/25/2026,,close,NO,"Access issue/Our Main breaker tripped due to rain-There is an access issue during night time. As site is located in ( REDIFA,RADIFA MOI, Inside the Boarder Security Force Area. Our team visited site in morning and got access team found Our Main breaker tripped due to rain inside electrical room, tea",0,0,Standard,0,1,4,1/24/2026,2026,1,24,Saturday
NOCINC0006031684 ,4987715,577,,JAH,"JAHRA, KHAIMA MALL",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/24/2026,1/25/2026,,close,NO,"Due to rain Breaker tripped - our team attended site and reported Due to rain Zain breaker tripped, reast. Now alarm is clear.",0,0,Standard,0,1,,1/24/2026,2026,1,24,Saturday
NOCINC0006031693,4987799,565,,JAH,"ABDALLY, BLOCK-1, PRIVATE FARM",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,,close,NO,MEW Power Failure due to rain/MDG connected -Team visited site and found MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently we mobilzed and connected MDG at site. Now alarm cleared.,0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031698,4987893,880,,JAH,"KABD,KABD TEMP SITE, IN FRONT OF LIVESTOCK FARM ,Kabd Road side.",Rectifier,Minor / Low DC / Fuse,Rectifier Minor Radio,Jan,1/25/2026,1/25/2026,,close,NO,"Module hanged due to rain-Team visited site and found module hanged due to rain, team reset. Alarm cleared. ",0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031701,4987861,1028,,JAH,"UM QASER,UM QASAR ROAD ,Near to Viva GRD Tower.",Standby DG,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,,close,NO,"Shelter main cable issue due to rain - our team attended site and found Shelter main panel cable was disconnected, connected and al bahar team started their DG. Presantly site is clear.",0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031705,4987886,4676,S4,JAH,Abdally - Block 1 - Parcel 5B - PACI NO 91650809,MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,,close,NO,MEW Power Failure due to rain- MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,0,0,Standard,0,1,4,1/25/2026,2026,1,25,Sunday
NOCINC0006031713,4987936,577,,JAH,"JAHRA, KHAIMA MALL",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,,close,NO,"Our main breaker tripped due to rain-Our team visited site and found Our Main breaker tripped due to rain, team reset it. Alarm cleared. ",0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031722 ,4988009,5785,S4,JAH,"ABDALLY, PRIVATE FARM, Block 5 - Parcel 13 - PACI NO 91552213 - Unit PACI NO14654881",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW Power Failure due to rain- MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Standard,0,1,4,1/25/2026,2026,1,25,Sunday
NOCINC0006031721 ,4987962,1088,,JAH,"ABDALLY,Abdally Farms, Blk 2",Standby DG,DA on Load,DA on Load,Jan,1/25/2026,1/25/2026,,close,NO,"MEW Power Failure due to rain - MEW power failure in the area due to rain. Our PRO has Register Complaint with MEW. Stand by DG running at site, Presently MEW power restored at site. Now alarm cleared.",0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031724,4986971,4023,S4,JAH,"ABDALLY,ABDALLY FARM,Inside the compound of Private Farm.",MEW,Major / Site Down,Rectifier Major Radio_,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW Power Failure due to rain- MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently MEW power restored at site. Now alarm cleared.,1,0,Standard,0,1,4,1/25/2026,2026,1,25,Sunday
NOCINC0006031715,4987957,1028,,JAH,"UM QASER,UM QASAR ROAD ,Near to Viva GRD Tower.",Standby DG,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,,close,NO,"Al bahar DG Issue-Its Rental DG from Al bahar, their team attended site and rectified and started their DG but site still down, Later our power team attended site and found LVD 2 disconnected, team reset the LVD and site came UP. Alarm cleared. ",0,0,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031736 ,4988106,925,,JAH,"SULAIBIYA, Sulaibiya Vegetable Market Back Side ,Road side ,Near to Viva GRD Tower.",Rectifier,Other,DC Voltage Radio,Jan,1/25/2026,1/25/2026,,close,YES,Solar Issue-Our team visited site in morning and found DG was in auto mode. Our team coordinated  with Mr. Ali Mehmood (Zain) and put it in Manuel mode and started DG. Also our DG battery repalced and Auto controller replaced. Same informed CL Mr. Khaled. Alarm cleared. ,0,1,Standard,0,1,,1/25/2026,2026,1,25,Sunday
NOCINC0006031740 ,4988193,1947,S2,JAH,"JAHRA, NASEEM,BLOCK-4,STREET-1,CO-OP 4",MEW,Major / Site Down,Rectifier Major Radio,Jan,1/25/2026,1/25/2026,yes,close,NO,MEW Power Failure due to rain- Team visited and found MEW power failure there due to rain. Our PRO Registered Complaint with MEW. Presently our MDG team reached at site with MDG and found MEW power restored at site. Now alarm cleared.,1,0,Standard,0,1,2,1/25/2026,2026,1,25,Sunday
NOCINC0006031769 ,no tt,1035,,JAH,"UM AL NIQA,MUNCIPALITY ,Deep Desert.",Door,,Door Alarm Active,Jan,1/26/2026,1/26/2026,,close,NO,"Access issue/Door sensor refix- our team assigned to site but could not attend site in night time as the site is located in dessert and due to rain our team vehicle stuck in the dessert. It was very difficult for our team to move further, same informed Cl . Khaled. Our team visited in morning and go",0,0,Standard,0,1,,1/26/2026,2026,1,26,Monday
NOCINC0006031770,4988456,1045,,JAH,"ABDALLY,ABDALLY FARMS BLK 6",Tower Light,,Tower Light Failure,Jan,1/26/2026,1/26/2026,,close,NO,Self Cleared - As per KWT NOC there is no alarm active at site. Alarm self-cleared and stable. Please close TT,0,0,Standard,0,1,,1/26/2026,2026,1,26,Monday
